id,saleprice
2658,123742.83709710505
2718,154512.3143766315
2414,207402.47108039516
1989,101259.57611817018
625,173708.24517921088
333,89557.97288448624
1327,115657.31759723557
858,150661.24626488693
95,175849.40697905462
1568,168623.8851030079
2482,151628.21423680324
1364,123536.5147120678
2584,148103.46926746497
818,275358.64728428575
2673,181860.44818415682
2089,137159.4593142439
1297,138583.0283595842
790,115460.14066455066
2616,206663.98214062757
720,216534.16060386147
222,142336.2554604928
557,120640.71167520067
1148,189539.13272496857
2766,172818.26833321404
534,188645.8447704805
1452,120084.25326813983
630,116519.30343623618
2648,119724.88935056014
125,146444.73591736553
1904,54597.25059102815
1670,113433.55414272874
756,85732.3819950723
717,207105.79288734304
1032,165044.49453291507
852,215852.55420675344
1731,174177.61765924096
2639,134759.04744398725
2071,112790.78267893578
1267,90081.41453239856
1851,193459.38176754612
567,136987.51399189408
2439,215457.66270825942
1898,149882.18369717876
647,160271.24420404504
2256,229191.8456455426
979,104807.44928968664
1444,221573.57209691795
2485,113634.57715036509
157,131171.06927467053
88,121910.37798498836
2003,108312.23110635558
186,201364.8473797946
1425,243671.51049292553
2695,128484.1484616459
738,93866.56186291357
395,148511.49886992775
1353,158828.0177872061
1878,149829.83608177744
390,157683.11103374301
1456,232777.43847160196
1103,326657.40352923446
1387,106455.3010707802
2070,157727.67036935777
1199,179762.7254429614
2479,168016.17312158312
501,306549.9250634765
2362,100730.58309047713
1718,183517.5932522361
2188,100773.64572430063
1483,144301.21841601565
2557,83291.65849908079
437,343802.6298645416
2224,187829.09745214175
1628,175296.27894028503
397,136869.83755077032
587,198744.73036095925
971,142632.39528288585
2611,136887.7634769879
1887,91732.34207504889
2399,393007.5554304292
2148,202076.48643376425
304,118488.60972051762
1997,143708.14671441034
2817,129966.00211172417
1431,179398.0357766075
427,330081.88586237293
263,118199.01148188475
598,177114.4262221891
2895,259576.3088792034
687,135523.34859022257
1822,134924.64093555658
2191,123665.39198441301
179,124187.8899513017
1009,209987.4597508922
2010,128234.97387328782
1991,149575.14440700907
1411,203938.7569706905
1721,220655.24726851663
1144,185890.84207311698
593,241598.25929703447
575,309757.77477530413
1249,165531.60688799905
1604,114144.90506918849
1064,511572.9615113506
1923,156733.4791737266
1988,104462.1595665806
2325,169474.4028682319
114,202998.905488621
2700,171648.0240979173
217,144407.0210164514
343,179364.56267314756
386,234836.3135879673
2005,139713.03135682482
2908,155535.05476987027
1814,239341.89966517035
2446,519929.20260949444
208,121921.15221900138
1679,104528.60464825228
822,356091.75636989257
6,189938.74706282464
1781,451718.0401115543
2397,276039.32947356487
2340,319449.03526222694
1618,173540.67617608048
2843,128917.32355978957
1061,367129.04048580106
2786,122971.48490705213
1935,137877.9248265027
1341,120231.80890753059
521,271422.5753150449
2136,133320.90804765935
996,194141.77087794768
227,135079.87104984288
135,170685.1413686792
1167,156400.29310036352
294,244257.3006510798
1776,204522.08932799374
540,177815.23273370427
1717,181334.77132448208
2303,133222.9625155195
116,180364.26249965167
127,133211.19534303428
1371,136661.93008741632
1014,141246.5625624049
1507,107479.25630243657
702,136787.05757333647
750,152049.52799503476
261,152978.66957031077
1559,55288.00229851922
577,219451.10145473926
2812,204070.46732469916
2080,155036.05288480833
1368,109722.40487204092
2376,114734.97726050726
659,88880.71806923019
1235,143798.01187315633
332,71119.14758095967
1917,142975.90692126984
2094,260579.81808553822
1460,285778.4548223271
1471,207460.66342869966
1509,126161.95555501475
1922,139379.1036295806
433,510976.12265345256
460,299476.79130510613
1116,220966.4689286876
1137,171850.3717459318
53,162885.58407028968
2354,266408.0357145058
1475,199209.86213104022
1761,548585.6293368019
842,139024.23771850567
2739,190719.54019944873
2509,148424.0570049183
1007,205610.1015546839
2610,183688.03198819302
1952,71517.60206175518
2719,155265.3531546698
2921,67146.99730224625
1966,133485.3599825797
292,98218.80232730403
1204,183013.5131550796
1829,245367.66149008635
2419,191477.26622749786
391,146600.43887164208
798,113000.27178686511
481,203713.7352221507
193,209491.53939843207
555,117570.34033723624
899,77832.48451780995
2357,184960.5731306521
328,120855.76037042607
1356,115943.98647676823
1154,99593.26192993333
1730,173506.51727605736
2249,150858.9760719533
1119,273404.28252931224
2856,142870.93058852106
1394,143065.29496518738
2587,115539.52745304815
61,322915.86970641575
2661,190905.0019065374
2711,132698.35822906595
1147,183953.38169269133
757,124724.47005721957
2623,92843.445539258
2378,122578.80252650169
1413,151871.6457113276
1722,213237.073047034
1112,212961.35316987796
1623,196331.5917651831
1201,189384.79569590456
1513,124728.26282370498
957,474172.59375190176
1171,269184.83754887345
1145,204599.95715589475
2726,246222.845034605
703,147045.3721225525
760,124784.40648757482
1964,137717.38266087178
2512,184825.03752254203
159,138034.43190591937
1281,164319.01376342468
468,182434.35084582813
290,117932.7285264144
665,93169.14698605557
1463,263797.42726302467
1792,220258.7383889534
923,141872.16655401423
500,263683.3552135658
1408,213357.9563842375
331,78744.79651185962
170,139761.38399179807
2192,99267.22432900201
2571,309832.12089447
2314,176615.42075666893
2647,91044.89375066604
422,447300.0210716642
2457,350639.3345334993
1838,193427.80530151224
2805,254854.54166033652
1645,158945.66158621412
1711,292198.45156046737
2825,265994.43198173126
322,359007.6493286162
2103,252119.8092363471
342,117259.18730201185
600,135015.72682231868
488,180510.21777923434
1725,336132.18523908773
2246,285959.3064000013
2847,151061.33344055072
806,253623.91367196693
530,231631.5650573147
963,190251.35109557214
2678,69075.84390363538
171,95833.25337969504
2401,442399.894126654
805,225211.3589713003
2259,225698.3700338381
1748,192051.54723138848
1361,140312.55062710185
1677,108606.46626180342
1406,152617.4059527064
2322,263337.3402756609
688,147790.88637095207
143,143791.54217946055
804,213559.41505541728
1214,154831.53554952383
2828,131738.72307506163
1999,207783.58731306082
2467,188467.90405573323
2665,155498.27419711248
1538,302982.4513370539
398,122049.07790510141
2822,147156.248534775
2157,144495.03143055734
1856,198723.42446235236
1269,98916.0949497906
2570,120821.86736176987
2320,242247.5535501807
1517,140081.10738521145
2304,130576.55696841428
1312,86530.97724435518
2012,125383.12609856673
506,253690.66842425405
2865,219623.7497073232
2367,95920.93461741143
554,68014.55780721923
238,135319.5542023033
1954,108790.0656052588
2488,125285.94407972856
2291,52014.53744480606
1969,94659.2768335411
2725,178050.61967578577
1482,144301.21841601565
2763,200970.54125633242
503,254769.6267957422
1584,273547.80619124154
1531,111337.78443505
2210,163360.21135399348
459,353237.3013244999
556,133266.2021271521
1347,156183.34907013614
1290,58912.71584396741
1388,90961.48497254048
1571,342338.14052206127
2754,191804.4729979325
765,133407.5121254773
2494,127329.3562897814
2870,243230.08290141838
7,217067.81496797825
1114,260080.71292844118
2418,284676.9521311489
291,174368.93301323164
18,315430.6625855635
39,388242.1207169643
1001,265826.29052972654
2442,241847.2189766504
616,98197.82723924315
2680,74203.68099721546
1414,126045.12132107874
289,144660.0328714455
40,242545.83816654125
860,124455.12340064214
409,133725.58464714416
673,163726.65377810627
2427,166882.0786572947
2036,210305.16141069733
2564,142657.1836464256
642,160623.26632738987
1008,188796.9008159012
1908,149044.39728966577
2519,215363.97954868188
1369,98089.70578083198
2855,161851.0918862752
712,85336.8152781278
1943,112849.25838539013
1958,128686.15860048721
107,164838.80654520437
2295,209731.9815677041
704,110557.54430516933
676,116909.00687346562
259,175153.47668159238
93,287332.7110809226
106,239765.1894218311
2315,181971.2768211142
1050,98352.51891384606
1095,211831.25713283
2709,154007.43474652074
758,128350.98145678373
1496,159221.90686057135
2370,121179.4263799319
2458,296332.9663629742
2733,129628.91654409037
161,241686.36361513918
726,152941.38368149276
845,210595.4653598954
947,269050.8576037627
2232,127366.41901605541
2563,156466.4190452221
2299,157281.504447456
211,64083.49360232915
605,151918.3218893736
1478,218745.34759928752
2247,284921.7062076466
2274,194146.09590845057
2869,212882.20259732485
967,216930.70566263568
2656,138297.62646843775
667,190751.63921996456
1042,107958.2755971546
2023,161447.06978075227
2447,383155.0627798335
2055,111555.89157153762
2275,282839.67800609476
2204,166434.33374130327
1563,284164.9649225057
483,200746.2576348256
796,119006.06194687258
1526,156782.14702688647
2042,96034.38343680729
442,372607.88772286824
1693,317653.93485754385
1468,220893.79784184752
1430,185532.85055355242
2605,127072.41672805135
